;Unnamed: 0;Sentiment;Instagram Comment Text;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
118;118;0; <USERNAME> bilang tu sama kuin lu, jangan gesek grepe ama lakik orng, ga malu apa udh hamil di luar nikah, kegatelan amat jadi janda;username bilang tu sama kuin lu jangan gesek grepe ama lakik orng ga malu apa udh hamil di luar nikah kegatelan amat jadi janda;['username', 'bilang', 'tu', 'sama', 'kuin', 'lu', 'jangan', 'gesek', 'grepe', 'ama', 'lakik', 'orng', 'ga', 'malu', 'apa', 'udh', 'hamil', 'di', 'luar', 'nikah', 'kegatelan', 'amat', 'jadi', 'janda'];['username', 'bilang', 'tu', 'sama', 'kuin', 'lu', 'jangan', 'gesek', 'grepe', 'ama', 'lakik', 'orng', 'ga', 'malu', 'apa', 'udh', 'hamil', 'di', 'luar', 'nikah', 'kegatelan', 'amat', 'jadi', 'janda'];username bilang tu sama kuin lu jangan gesek grepe ama lakik orng ga malu apa udh hamil di luar nikah kegatelan amat jadi janda;username bilang tu sama kuin lu jangan gesek grepe ama lakik orng ga malu apa udh hamil di luar nikah kegatelan amat jadi janda;username bilang tu sama kuin lu jangan gesek grepe ama lakik orng ga malu apa udh hamil luar nikah kegatelan jadi janda
119;119;0;" <USERNAME> please lo jangan bela pelakor,ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri,dia lagi menjalani sanksi sosialnya!! kenapa valakor mesti dibenci?? karna biar ga ada valakor"" lainnya di Indonesia,biar musnah sem";username please lo jangan bela pelakor ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri dia lagi menjalani sanksi sosialnya kenapa valakor mesti dibenci karna biar ga ada valakor lainnya di indonesia biar musnah sem;['username', 'please', 'lo', 'jangan', 'bela', 'pelakor', 'ini', 'semua', 'hukuman', 'untuk', 'si', 'muljem', 'karna', 'uda', 'tega', 'recut', 'suami', 'sahabat', 'sendiri', 'dia', 'lagi', 'menjalani', 'sanksi', 'sosialnya', 'kenapa', 'valakor', 'mesti', 'dibenci', 'karna', 'biar', 'ga', 'ada', 'valakor', 'lainnya', 'di', 'indonesia', 'biar', 'musnah', 'sem'];['username', 'please', 'lo', 'jangan', 'bela', 'pelakor', 'ini', 'semua', 'hukuman', 'untuk', 'si', 'muljem', 'karna', 'uda', 'tega', 'recut', 'suami', 'sahabat', 'sendiri', 'dia', 'lagi', 'menjalani', 'sanksi', 'sosialnya', 'kenapa', 'valakor', 'mesti', 'dibenci', 'karna', 'biar', 'ga', 'ada', 'valakor', 'lainnya', 'di', 'indonesia', 'biar', 'musnah', 'sem'];username please lo jangan bela pelakor ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri dia lagi menjalani sanksi sosialnya kenapa valakor mesti dibenci karna biar ga ada valakor lainnya di indonesia biar musnah sem;username please lo jangan bela pelakor ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri dia lagi menjalani sanksi sosialnya kenapa valakor mesti dibenci karna biar ga ada valakor lainnya di indonesia biar musnah sem;username please lo jangan bela pelakor semua hukum si muljem karna uda tega recut suami sahabat sendiri lagi jalan sanksi sosial valakor mesti benci karna biar ga valakor lain indonesia biar musnah sem
120;120;0;NAJIS. INI BARU MUAKK, MENJIJIKAN, PELAKOR. JIJIK;najis ini baru muakk menjijikan pelakor jijik;['najis', 'ini', 'baru', 'muakk', 'menjijikan', 'pelakor', 'jijik'];['najis', 'ini', 'baru', 'muakk', 'menjijikan', 'pelakor', 'jijik'];najis ini baru muakk menjijikan pelakor jijik;najis ini baru muakk menjijikan pelakor jijik;najis baru muakk jijik pelakor jijik
121;121;0;Semoga pelakor2 kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya..;semoga pelakor kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya;['semoga', 'pelakor', 'kena', 'karma', 'dan', 'semoga', 'dapat', 'karma', 'yg', 'meninggalkan', 'istrinya', 'yg', 'bwrjuang', 'dg', 'dia', 'dr', 'nol', 'tp', 'setelah', 'sukses', 'selingkuh', 'dan', 'sok', 'jd', 'penguasa', 'ke', 'istri', 'ya'];['semoga', 'pelakor', 'kena', 'karma', 'dan', 'semoga', 'dapat', 'karma', 'yg', 'meninggalkan', 'istrinya', 'yg', 'bwrjuang', 'dg', 'dia', 'dr', 'nol', 'tp', 'setelah', 'sukses', 'selingkuh', 'dan', 'sok', 'jd', 'penguasa', 'ke', 'istri', 'ya'];semoga pelakor kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya;semoga pelakor kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya;moga pelakor kena karma moga karma tinggal istri bwrjuang dg dr nol tp sukses selingkuh sok jd kuasa istri
122;122;0;Sedih ya skrg ngamen di kawinan org .. mantan istri mahhhh naik pesawat jet .. bhay pelakor n botakbego ??????;sedih ya skrg ngamen di kawinan org mantan istri mahhhh naik pesawat jet bhay pelakor botakbego;['sedih', 'ya', 'skrg', 'ngamen', 'di', 'kawinan', 'org', 'mantan', 'istri', 'mahhhh', 'naik', 'pesawat', 'jet', 'bhay', 'pelakor', 'botakbego'];['sedih', 'ya', 'skrg', 'ngamen', 'di', 'kawinan', 'org', 'mantan', 'istri', 'mahhhh', 'naik', 'pesawat', 'jet', 'bhay', 'pelakor', 'botakbego'];sedih ya skrg ngamen di kawinan org mantan istri mahhhh naik pesawat jet bhay pelakor botakbego;sedih ya skrg ngamen di kawinan org mantan istri mahhhh naik pesawat jet bhay pelakor botakbego;sedih skrg ngamen kawin org mantan istri mahhhh naik pesawat jet bhay pelakor botakbego
123;123;0; <USERNAME> heeehh lo pelakornya yaaaakkk??? Ngapa lo jadi emosi??? Situuu kenal gw??? Kalo berani pake akun asli dong. Pantes pake akun bodong! Ngerebut laki orang juga diem2. ?????????? keceplosan yak pake aku bodong. Ngakak gueeee ?????????? lucu lo!;username heeehh lo pelakornya yaaaakkk ngapa lo jadi emosi situuu kenal gw kalo berani pake akun asli dong pantes pake akun bodong ngerebut laki orang juga diem keceplosan yak pake aku bodong ngakak gueeee lucu lo;['username', 'heeehh', 'lo', 'pelakornya', 'yaaaakkk', 'ngapa', 'lo', 'jadi', 'emosi', 'situuu', 'kenal', 'gw', 'kalo', 'berani', 'pake', 'akun', 'asli', 'dong', 'pantes', 'pake', 'akun', 'bodong', 'ngerebut', 'laki', 'orang', 'juga', 'diem', 'keceplosan', 'yak', 'pake', 'aku', 'bodong', 'ngakak', 'gueeee', 'lucu', 'lo'];['username', 'heeehh', 'lo', 'pelakornya', 'yaaaakkk', 'ngapa', 'lo', 'jadi', 'emosi', 'situuu', 'kenal', 'gw', 'kalo', 'berani', 'pake', 'akun', 'asli', 'dong', 'pantes', 'pake', 'akun', 'bodong', 'ngerebut', 'laki', 'orang', 'juga', 'diem', 'keceplosan', 'yak', 'pake', 'aku', 'bodong', 'ngakak', 'gueeee', 'lucu', 'lo'];username heeehh lo pelakornya yaaaakkk ngapa lo jadi emosi situuu kenal gw kalo berani pake akun asli dong pantes pake akun bodong ngerebut laki orang juga diem keceplosan yak pake aku bodong ngakak gueeee lucu lo;username heeehh lo pelakornya yaaaakkk ngapa lo jadi emosi situuu kenal gw kalo berani pake akun asli dong pantes pake akun bodong ngerebut laki orang juga diem keceplosan yak pake aku bodong ngakak gueeee lucu lo;username heeehh lo pelakornya yaaaakkk ngapa lo jadi emosi situuu kenal gw kalo berani pake akun asli dong pantes pake akun bodong ngerebut laki orang diem ceplos yak pake aku bodong ngakak gueeee lucu lo
124;124;0;Wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor;wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor;['wkwkwkwk', 'udh', 'gak', 'laku', 'lagi', 'jd', 'nyanyi', 'dhajatan', 'si', 'lonte', 'pelakor'];['wkwkwkwk', 'udh', 'gak', 'laku', 'lagi', 'jd', 'nyanyi', 'dhajatan', 'si', 'lonte', 'pelakor'];wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor;wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor;wkwkwkwk udh gak laku jd nyanyi dhajatan si lonte pelakor
125;125;0; <USERNAME> wakakak banyak lah cerita kyk gituu, buat pembelajaran aja.. jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama. Bakalan hancuuurr bookk ga bohong deh. Bakalan kere bakalan kismin bakalan nyungsep. Emang yg ngatur rezeki tu tuha;username wakakak banyak lah cerita kyk gituu buat pembelajaran aja jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama bakalan hancuuurr bookk ga bohong deh bakalan kere bakalan kismin bakalan nyungsep emang yg ngatur rezeki tu tuha;['username', 'wakakak', 'banyak', 'lah', 'cerita', 'kyk', 'gituu', 'buat', 'pembelajaran', 'aja', 'jgn', 'sampe', 'ni', 'swamik', 'swamik', 'lebih', 'milih', 'ke', 'pelakor', 'drpd', 'istri', 'pertama', 'bakalan', 'hancuuurr', 'bookk', 'ga', 'bohong', 'deh', 'bakalan', 'kere', 'bakalan', 'kismin', 'bakalan', 'nyungsep', 'emang', 'yg', 'ngatur', 'rezeki', 'tu', 'tuha'];['username', 'wakakak', 'banyak', 'lah', 'cerita', 'kyk', 'gituu', 'buat', 'pembelajaran', 'aja', 'jgn', 'sampe', 'ni', 'swamik', 'swamik', 'lebih', 'milih', 'ke', 'pelakor', 'drpd', 'istri', 'pertama', 'bakalan', 'hancuuurr', 'bookk', 'ga', 'bohong', 'deh', 'bakalan', 'kere', 'bakalan', 'kismin', 'bakalan', 'nyungsep', 'emang', 'yg', 'ngatur', 'rezeki', 'tu', 'tuha'];username wakakak banyak lah cerita kyk gituu buat pembelajaran aja jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama bakalan hancuuurr bookk ga bohong deh bakalan kere bakalan kismin bakalan nyungsep emang yg ngatur rezeki tu tuha;username wakakak banyak lah cerita kyk gituu buat pembelajaran aja jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama bakalan hancuuurr bookk ga bohong deh bakalan kere bakalan kismin bakalan nyungsep emang yg ngatur rezeki tu tuha;username wakakak banyak cerita kyk gituu buat ajar aja jgn sampe ni swamik swamik lebih milih pelakor drpd istri pertama bakal hancuuurr bookk ga bohong deh bakal kere bakal kismin bakal nyungsep emang ngatur rezeki tu tuha
126;126;0;Ini cwenya yg bego apa cwonya yg pinter ya ?! Emg lakinya kaya ?! Atau macho atau apa gitu plus nya ? Kayanya cuma jago gombal ?? atau maennya gesit ?! Ulala #ngakakabis;ini cwenya yg bego apa cwonya yg pinter ya emg lakinya kaya atau macho atau apa gitu plus nya kayanya cuma jago gombal atau maennya gesit ulala;['ini', 'cwenya', 'yg', 'bego', 'apa', 'cwonya', 'yg', 'pinter', 'ya', 'emg', 'lakinya', 'kaya', 'atau', 'macho', 'atau', 'apa', 'gitu', 'plus', 'nya', 'kayanya', 'cuma', 'jago', 'gombal', 'atau', 'maennya', 'gesit', 'ulala'];['ini', 'cwenya', 'yg', 'bego', 'apa', 'cwonya', 'yg', 'pinter', 'ya', 'emg', 'lakinya', 'kaya', 'atau', 'macho', 'atau', 'apa', 'gitu', 'plus', 'nya', 'kayanya', 'cuma', 'jago', 'gombal', 'atau', 'maennya', 'gesit', 'ulala'];ini cwenya yg bego apa cwonya yg pinter ya emg lakinya kaya atau macho atau apa gitu plus nya kayanya cuma jago gombal atau maennya gesit ulala;ini cwenya yg bego apa cwonya yg pinter ya emg lakinya kaya atau macho atau apa gitu plus nya kayanya cuma jago gombal atau maennya gesit ulala;cwenya bego apa cwonya pinter emg laki kaya macho apa gitu plus kaya cuma jago gombal maennya gesit ulala
127;127;0; <USERNAME> kamu itu yg bodoh! Ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka??. ..cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu!!. Emang dasar kamu benci ayu..klo;username kamu itu yg bodoh ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu emang dasar kamu benci ayu klo;['username', 'kamu', 'itu', 'yg', 'bodoh', 'ngapain', 'keluarga', 'depok', 'komen', 'org', 'yg', 'gak', 'ada', 'artinya', 'lagi', 'buat', 'mereka', 'cuma', 'kalian', 'aja', 'yg', 'hidupnya', 'gak', 'bahagia', 'yg', 'suka', 'menghujat', 'orang', 'dan', 'hidup', 'artis', 'ayu', 'terlalu', 'berpengaruh', 'buat', 'kamu', 'emang', 'dasar', 'kamu', 'benci', 'ayu', 'klo'];['username', 'kamu', 'itu', 'yg', 'bodoh', 'ngapain', 'keluarga', 'depok', 'komen', 'org', 'yg', 'gak', 'ada', 'artinya', 'lagi', 'buat', 'mereka', 'cuma', 'kalian', 'aja', 'yg', 'hidupnya', 'gak', 'bahagia', 'yg', 'suka', 'menghujat', 'orang', 'dan', 'hidup', 'artis', 'ayu', 'terlalu', 'berpengaruh', 'buat', 'kamu', 'emang', 'dasar', 'kamu', 'benci', 'ayu', 'klo'];username kamu itu yg bodoh ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu emang dasar kamu benci ayu klo;username kamu itu yg bodoh ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu emang dasar kamu benci ayu klo;username kamu bodoh ngapain keluarga depok komen org gak arti buat cuma kalian aja hidup gak bahagia yg suka hujat orang hidup artis ayu terlalu pengaruh buat kamu emang dasar kamu benci ayu klo
128;128;0; <USERNAME> saya mah lihat yg terlihat jelas.. bukan main prasangka kayak elu.elu itu haters kayak dukun...dukun titisan dajjal .. sok Pinter tapi otak kosong?????? sorry ye.. gue bala Nabi Muhammad yg percaya klo udh ditunjukkin 4 saksi Dan bukti.. klo;username saya mah lihat yg terlihat jelas bukan main prasangka kayak elu elu itu haters kayak dukun dukun titisan dajjal sok pinter tapi otak kosong sorry ye gue bala nabi muhammad yg percaya klo udh ditunjukkin   saksi dan bukti klo;['username', 'saya', 'mah', 'lihat', 'yg', 'terlihat', 'jelas', 'bukan', 'main', 'prasangka', 'kayak', 'elu', 'elu', 'itu', 'haters', 'kayak', 'dukun', 'dukun', 'titisan', 'dajjal', 'sok', 'pinter', 'tapi', 'otak', 'kosong', 'sorry', 'ye', 'gue', 'bala', 'nabi', 'muhammad', 'yg', 'percaya', 'klo', 'udh', 'ditunjukkin', 'saksi', 'dan', 'bukti', 'klo'];['username', 'saya', 'mah', 'lihat', 'yg', 'terlihat', 'jelas', 'bukan', 'main', 'prasangka', 'kayak', 'elu', 'elu', 'itu', 'haters', 'kayak', 'dukun', 'dukun', 'titisan', 'dajjal', 'sok', 'pinter', 'tapi', 'otak', 'kosong', 'sorry', 'ye', 'gue', 'bala', 'nabi', 'muhammad', 'yg', 'percaya', 'klo', 'udh', 'ditunjukkin', 'saksi', 'dan', 'bukti', 'klo'];username saya mah lihat yg terlihat jelas bukan main prasangka kayak elu elu itu haters kayak dukun dukun titisan dajjal sok pinter tapi otak kosong sorry ye gue bala nabi muhammad yg percaya klo udh ditunjukkin saksi dan bukti klo;username saya mah lihat yg terlihat jelas bukan main prasangka kayak elu elu itu haters kayak dukun dukun titisan dajjal sok pinter tapi otak kosong sorry ye gue bala nabi muhammad yg percaya klo udh ditunjukkin saksi dan bukti klo;username mah lihat lihat jelas bukan main prasangka kayak elu elu haters kayak dukun dukun titis dajjal sok pinter otak kosong sorry ye gue bala nabi muhammad percaya klo udh ditunjukkin saksi bukti klo
129;129;0;Mata ku sepet baca koment fans ubul empang ..minggir woy bikin rusuh aja nih jaer amis jijik sumpah.soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut .;mata ku sepet baca koment fans ubul empang minggir woy bikin rusuh aja nih jaer amis jijik sumpah soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut;['mata', 'ku', 'sepet', 'baca', 'koment', 'fans', 'ubul', 'empang', 'minggir', 'woy', 'bikin', 'rusuh', 'aja', 'nih', 'jaer', 'amis', 'jijik', 'sumpah', 'soal', 'enji', 'sm', 'cewek', 'lain', 'ttp', 'aja', 'bala', 'jaer', 'nyampah', 'bikin', 'ribut'];['mata', 'ku', 'sepet', 'baca', 'koment', 'fans', 'ubul', 'empang', 'minggir', 'woy', 'bikin', 'rusuh', 'aja', 'nih', 'jaer', 'amis', 'jijik', 'sumpah', 'soal', 'enji', 'sm', 'cewek', 'lain', 'ttp', 'aja', 'bala', 'jaer', 'nyampah', 'bikin', 'ribut'];mata ku sepet baca koment fans ubul empang minggir woy bikin rusuh aja nih jaer amis jijik sumpah soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut;mata ku sepet baca koment fans ubul empang minggir woy bikin rusuh aja nih jaer amis jijik sumpah soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut;mata ku sepet baca koment fans ubul empang minggir woy bikin rusuh aja nih jaer amis jijik sumpah soal enji sm cewek ttp aja bala jaer nyampah bikin ribut
130;130;0;Ini siapa sih si enji, hartis kah ? Males banget jijik laki model beginian mah gak ada tanggung jwbnya. Ayu bunting di tinggalin anak gak di akuin, skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya. Najonggg jijik betoll.. Dah deh min gak usah di bahas lagi laki macam begini, hartis aja bukan gak ada panutan yg bisa di ambil  <USERNAME>;ini siapa sih si enji hartis kah males banget jijik laki model beginian mah gak ada tanggung jwbnya ayu bunting di tinggalin anak gak di akuin skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya najonggg jijik betoll dah deh min gak usah di bahas lagi laki macam begini hartis aja bukan gak ada panutan yg bisa di ambil username;['ini', 'siapa', 'sih', 'si', 'enji', 'hartis', 'kah', 'males', 'banget', 'jijik', 'laki', 'model', 'beginian', 'mah', 'gak', 'ada', 'tanggung', 'jwbnya', 'ayu', 'bunting', 'di', 'tinggalin', 'anak', 'gak', 'di', 'akuin', 'skrg', 'anak', 'udh', 'nongol', 'bilqis', 'cantek', 'eh', 'sampek', 'bini', 'nya', 'ngeposting', 'yg', 'seolah', 'enji', 'kangen', 'anaknya', 'najonggg', 'jijik', 'betoll', 'dah', 'deh', 'min', 'gak', 'usah', 'di', 'bahas', 'lagi', 'laki', 'macam', 'begini', 'hartis', 'aja', 'bukan', 'gak', 'ada', 'panutan', 'yg', 'bisa', 'di', 'ambil', 'username'];['ini', 'siapa', 'sih', 'si', 'enji', 'hartis', 'kah', 'males', 'banget', 'jijik', 'laki', 'model', 'beginian', 'mah', 'gak', 'ada', 'tanggung', 'jwbnya', 'ayu', 'bunting', 'di', 'tinggalin', 'anak', 'gak', 'di', 'akuin', 'skrg', 'anak', 'udh', 'nongol', 'bilqis', 'cantek', 'eh', 'sampek', 'bini', 'nya', 'ngeposting', 'yg', 'seolah', 'enji', 'kangen', 'anaknya', 'najonggg', 'jijik', 'betoll', 'dah', 'deh', 'min', 'gak', 'usah', 'di', 'bahas', 'lagi', 'laki', 'macam', 'begini', 'hartis', 'aja', 'bukan', 'gak', 'ada', 'panutan', 'yg', 'bisa', 'di', 'ambil', 'username'];ini siapa sih si enji hartis kah males banget jijik laki model beginian mah gak ada tanggung jwbnya ayu bunting di tinggalin anak gak di akuin skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya najonggg jijik betoll dah deh min gak usah di bahas lagi laki macam begini hartis aja bukan gak ada panutan yg bisa di ambil username;ini siapa sih si enji hartis kah males banget jijik laki model beginian mah gak ada tanggung jwbnya ayu bunting di tinggalin anak gak di akuin skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya najonggg jijik betoll dah deh min gak usah di bahas lagi laki macam begini hartis aja bukan gak ada panutan yg bisa di ambil username;siapa si enji hart males banget jijik laki model begini gak tanggung jwbnya ayu bunting tinggalin anak gak akuin skrg anak udh nongol bilqis cantek sampek bini ngeposting olah enji kangen anak najonggg jijik betoll dah deh min gak usah bahas laki macam begini hart aja bukan gak panutan bisa ambil username
131;131;0; <USERNAME> bego nya lagi pede amat ngomong seolah yg dia bilang paling bener, padahal bukti aja kaga ada. Mau keliatan pinter jatohnya bego??;username bego nya lagi pede amat ngomong seolah yg dia bilang paling bener padahal bukti aja kaga ada mau keliatan pinter jatohnya bego;['username', 'bego', 'nya', 'lagi', 'pede', 'amat', 'ngomong', 'seolah', 'yg', 'dia', 'bilang', 'paling', 'bener', 'padahal', 'bukti', 'aja', 'kaga', 'ada', 'mau', 'keliatan', 'pinter', 'jatohnya', 'bego'];['username', 'bego', 'nya', 'lagi', 'pede', 'amat', 'ngomong', 'seolah', 'yg', 'dia', 'bilang', 'paling', 'bener', 'padahal', 'bukti', 'aja', 'kaga', 'ada', 'mau', 'keliatan', 'pinter', 'jatohnya', 'bego'];username bego nya lagi pede amat ngomong seolah yg dia bilang paling bener padahal bukti aja kaga ada mau keliatan pinter jatohnya bego;username bego nya lagi pede amat ngomong seolah yg dia bilang paling bener padahal bukti aja kaga ada mau keliatan pinter jatohnya bego;username bego lagi pede ngomong yg bilang paling bener padahal bukti aja kaga mau liat pinter jatohnya bego
132;132;0;Yang pada bilang enji ganteng bebas slingkuh bego kali. Ganteng pala lu bau menyan. Gada ganteng ganteng nya. Kebanyakan gaya kek mantan bini depok nya.;yang pada bilang enji ganteng bebas slingkuh bego kali ganteng pala lu bau menyan gada ganteng ganteng nya kebanyakan gaya kek mantan bini depok nya;['yang', 'pada', 'bilang', 'enji', 'ganteng', 'bebas', 'slingkuh', 'bego', 'kali', 'ganteng', 'pala', 'lu', 'bau', 'menyan', 'gada', 'ganteng', 'ganteng', 'nya', 'kebanyakan', 'gaya', 'kek', 'mantan', 'bini', 'depok', 'nya'];['yang', 'pada', 'bilang', 'enji', 'ganteng', 'bebas', 'slingkuh', 'bego', 'kali', 'ganteng', 'pala', 'lu', 'bau', 'menyan', 'gada', 'ganteng', 'ganteng', 'nya', 'kebanyakan', 'gaya', 'kek', 'mantan', 'bini', 'depok', 'nya'];yang pada bilang enji ganteng bebas slingkuh bego kali ganteng pala lu bau menyan gada ganteng ganteng nya kebanyakan gaya kek mantan bini depok nya;yang pada bilang enji ganteng bebas slingkuh bego kali ganteng pala lu bau menyan gada ganteng ganteng nya kebanyakan gaya kek mantan bini depok nya;pada bilang enji ganteng bebas slingkuh bego kali ganteng pala lu bau menyan gada ganteng ganteng banyak gaya kek mantan bini depok
